sample_id,representation,bertscore_precision,bertscore_recall,bertscore_f1
0c9ea25b7a945c4a92a74dfec8e88f4ca06f842f1d9df4369ca2862067f5f7ca,Binary,0.84274473,0.87181984,0.856846878
0c9ea25b7a945c4a92a74dfec8e88f4ca06f842f1d9df4369ca2862067f5f7ca,Assembly,0.8532085,0.885558612,0.8690768600000001
0c9ea25b7a945c4a92a74dfec8e88f4ca06f842f1d9df4369ca2862067f5f7ca,Source,0.853420182,0.905815964,0.8788216099999999
a5696fcdfe59144ea82090504d5060e7d8e5d67700d0870fcd476931526185d3,Binary,0.8288148919999999,0.8537509919999999,0.841084966
a5696fcdfe59144ea82090504d5060e7d8e5d67700d0870fcd476931526185d3,Assembly,0.822491488,0.85638814,0.83908392
a5696fcdfe59144ea82090504d5060e7d8e5d67700d0870fcd476931526185d3,Source,0.8464267839999999,0.8823440180000001,0.8640035819999999
f67c6f90dcd03cc096db4c160992523a5bc9b657f66e2b08dd1b0e4cc4323a81,Binary,0.8410984899999999,0.8712597259999999,0.855907338
f67c6f90dcd03cc096db4c160992523a5bc9b657f66e2b08dd1b0e4cc4323a81,Assembly,0.842863654,0.886724136,0.864168892
f67c6f90dcd03cc096db4c160992523a5bc9b657f66e2b08dd1b0e4cc4323a81,Source,0.8539300799999999,0.913631728,0.8827603359999999
7e2c533aa7bdf4a247e1068a9f900862d706f93fcebe0a7843f76b63a57b89a3,Binary,0.8280431979999999,0.827061968,0.827534872
7e2c533aa7bdf4a247e1068a9f900862d706f93fcebe0a7843f76b63a57b89a3,Assembly,0.853724168,0.889633874,0.871270548
7e2c533aa7bdf4a247e1068a9f900862d706f93fcebe0a7843f76b63a57b89a3,Source,0.8449962299999999,0.9241149500000001,0.882776086
2ce21860cfc71923b4f4efad13b8dcecf68ff151699b593764311113eba35ce1,Binary,0.845380188,0.874398424,0.8596288080000001
2ce21860cfc71923b4f4efad13b8dcecf68ff151699b593764311113eba35ce1,Assembly,0.8580421899999999,0.8917065980000001,0.8745424820000001
2ce21860cfc71923b4f4efad13b8dcecf68ff151699b593764311113eba35ce1,Source,0.8772728900000001,0.904118534,0.89047203
afb469352c6849a077225b89cfd4e53ca5ac97505be82b6423ba349a6a046f39,Binary,0.81320824,0.8247468680000001,0.818758342
afb469352c6849a077225b89cfd4e53ca5ac97505be82b6423ba349a6a046f39,Assembly,0.8354671619999999,0.841571082,0.838495956
afb469352c6849a077225b89cfd4e53ca5ac97505be82b6423ba349a6a046f39,Source,0.832663586,0.852171738,0.8421959680000001
0250f97cb0167d779344f7606f7f794ee0cde30c8aa5d3c587b781eab04b631e,Binary,0.84778223,0.8857510980000001,0.8662662720000001
0250f97cb0167d779344f7606f7f794ee0cde30c8aa5d3c587b781eab04b631e,Assembly,0.8697728659999999,0.904900126,0.886958588
0250f97cb0167d779344f7606f7f794ee0cde30c8aa5d3c587b781eab04b631e,Source,0.8679479779999999,0.913395272,0.8900768539999999
bd5c65d6b614c7c895c0c4ffc66e13d8e9b2ce1aa466f0bd4f3c9cce7121dc59,Binary,0.86244169,0.8814288400000001,0.871803524
bd5c65d6b614c7c895c0c4ffc66e13d8e9b2ce1aa466f0bd4f3c9cce7121dc59,Assembly,0.853465702,0.90230487,0.87667128
bd5c65d6b614c7c895c0c4ffc66e13d8e9b2ce1aa466f0bd4f3c9cce7121dc59,Source,0.8682414599999999,0.90573432,0.8865851680000001
3926bd92b742064f49fc29f33b0670e3e3f7e973900530b8c49dea0fb4b8394f,Binary,0.8157222560000001,0.858843012,0.836706624
3926bd92b742064f49fc29f33b0670e3e3f7e973900530b8c49dea0fb4b8394f,Assembly,0.824898724,0.8721282880000001,0.84784106
3926bd92b742064f49fc29f33b0670e3e3f7e973900530b8c49dea0fb4b8394f,Source,0.824860392,0.894968252,0.858478994
